source_round,source_rank,source_title,source_year,source_category,source_score,source_citationCount,source_seed_hit_count,source_paperId,paperId,title,year,citationCount,venue,authors,doi,arxiv,url,abstract,intents,isInfluential,citation_or_reference
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,9738993e2f8757c36f2a68368aff9b7474fb6afc,QRAFTI: An Agentic Framework for Empirical Research in Quantitative Finance,2026,0,,T. Lim; K. Muthuraman; M. Sury,,2604.18500,https://www.semanticscholar.org/paper/9738993e2f8757c36f2a68368aff9b7474fb6afc,"We introduce a multi-agent framework intended to emulate parts of a quantitative research team and support equity factor research on large financial panel datasets. QRAFTI integrates a research toolkit for panel data with MCP servers that expose data access, factor construction, and custom coding operations as callable tools. It can help replicate established factors, formulate and test new signals, and generate standardized research reports accompanied by narrative analysis and computational traces. On multi-step empirical tasks, using chained tool calls and reflection-based planning may offer better performance and explainability than dynamic code generation alone.",,False,citation
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,b426ffe2c8c5f901096668d599b086f3b07e491c,Debiasing LLMs by Fine-tuning,2026,0,,Zhenyu Gao; Wenxin Jiang; Yu Yan,,2604.02921,https://www.semanticscholar.org/paper/b426ffe2c8c5f901096668d599b086f3b07e491c,"Prior research shows that large language models (LLMs) exhibit systematic extrapolation bias when forming predictions from both experimental and real-world data, and that prompt-based approaches appear limited in alleviating this bias. We propose a supervised fine-tuning (SFT) approach that uses Low-Rank Adaptation (LoRA) to train off-the-shelf LLMs on instruction datasets constructed from rational benchmark forecasts. By intervening at the parameter level, SFT changes how LLMs map observed information into forecasts and thereby mitigates extrapolation bias. We evaluate the fine-tuned model in two settings: controlled forecasting experiments and cross-sectional stock return prediction. In both settings, fine-tuning corrects the extrapolative bias out-of-sample, establishing a low-cost and generalizable method for debiasing LLMs.",,False,citation
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,78ebc17ae82ce25f63a424ab17b90d7d6fac0217,TrustTrade: Human-Inspired Selective Consensus Reduces Decision Uncertainty in LLM Trading Agents,2026,0,,Minghan Li; Rachel Gonsalves; Weiyue Li; Sunghoon Yoon; Mengyu Wang,,2603.22567,https://www.semanticscholar.org/paper/78ebc17ae82ce25f63a424ab17b90d7d6fac0217,"Large language models (LLMs) are increasingly deployed as autonomous agents in financial trading. However, they often exhibit a hazardous behavioral bias that we term uniform trust, whereby retrieved information is implicitly assumed to be factual and heterogeneous sources are treated as equally informative. This assumption stands in sharp contrast to human decision-making, which relies on selective filtering, cross-validation, and experience-driven weighting of information sources. As a result, LLM-based trading systems are particularly vulnerable to multi-source noise and misinformation, amplifying factual hallucinations and leading to unstable risk-return performance. To bridge this behavioral gap, we introduce TrustTrade (Trust-Rectified Unified Selective Trader), a multi-agent selective consensus framework inspired by human epistemic heuristics. TrustTrade replaces uniform trust with cross-agent consistency by aggregating information from multiple independent LLM agents and dynamically weighting signals based on their semantic and numerical agreement. Consistent signals are prioritized, while divergent, weakly grounded, or temporally inconsistent inputs are selectively discounted. To further stabilize decision-making, TrustTrade incorporates deterministic temporal signals as reproducible anchors and a reflective memory mechanism that adapts risk preferences at test time without additional training. Together, these components suppress noise amplification and hallucination-driven volatility, yielding more stable and risk-aware trading behavior. Across controlled backtesting in high-noise market environments (2024 Q1 and 2026 Q1), the proposed TrustTrade calibrates LLM trading behavior from extreme risk-return regimes toward a human-aligned, mid-risk and mid-return profile.",,False,citation
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,fdb67580a1638dd33cf7ecb9d1c93ac7d1a5ead1,LLM-Agent Interactions on Markets with Information Asymmetries,2026,1,,Alexander Erlei; Lukas Meub,,2603.08853,https://www.semanticscholar.org/paper/fdb67580a1638dd33cf7ecb9d1c93ac7d1a5ead1,"As AI agents increasingly act on behalf of human stakeholders in economic settings, understanding their behavior in complex market environments becomes critical. This article examines how Large Language Models coordinate on markets that are characterized by information asymmetries and in which providers of services have incentives to exploit that asymmetry for their own economic gain. To that end, we conduct simulations with GPT-5.1 agents in credence goods markets, manipulating the institutional framework (free market, verifiability, liability), LLM agent's social preferences (default, self-interested, inequity-averse, efficiency-loving), and reputation mechanisms across one-shot and repeated 16-round interactions. In one-shot settings, LLM agents largely fail to establish cooperation, with markets breaking down except under liability rules or when experts have efficiency-loving preferences. Repeated interactions solve consumer participation through competitive price reduction, but expert fraud remains entrenched absent explicit other-regarding preferences. LLM consumers focus narrowly on price levels rather than understanding strategic incentives embedded in markups, making them vulnerable to exploitation. Compared to human experiments, LLM markets exhibit substantially higher consumer participation but much greater market concentration, lower prices, and more polarized fraud patterns. The effect of institutions like verifiability and reputation is also much more ambiguous. Surplus shifts dramatically toward consumers under social-preference objectives. These findings suggest that institutional design for AI agent markets requires fundamentally different approaches than those effective for human actors, with social preference alignment emerging as the primary determinant of market efficiency.",,False,citation
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,d36c1860061326e69b6f04ed4976fb879a8132dd,How does AI Distribute the pie? Large Language Models and the Ultimatum Game.,2026,0,Social Science Research Network,Douglas Araujo; Harald Uhlig,10.3386/w34919,,https://www.semanticscholar.org/paper/d36c1860061326e69b6f04ed4976fb879a8132dd,"As Large Language Models (LLMs) are increasingly tasked with autonomous decision making, understanding their behavior in strategic settings is crucial. We investigate the choices of various LLMs in the Ultimatum Game, a setting where human behavior notably deviates from theoretical rationality. We conduct experiments varying the stake size and the nature of the opponent (Human vs. AI) across both Proposer and Responder roles. Three key results emerge. First, LLM behavior is heterogeneous but predictable when conditioning on stake size and player types. Second, while some models approximate the rational benchmark and others mimic human social preferences, a distinct “altruistic” mode emerges where LLMs propose hyper-fair distributions (greater than 50%). Third, LLM Proposers forgo a large share of total payoff, and an even larger share when the Responder is human. These findings highlight the need for careful testing before deploying AI agents in economic settings.Institutional subscribers to the NBER working paper series, and residents of developing countries may download this paper without additional charge at www.nber.org.",,False,citation
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,7550169d076668ede36673525ad2b96baa54fe0a,Behavioral Consistency Validation for LLM Agents: An Analysis of Trading-Style Switching through Stock-Market Simulation,2026,1,arXiv.org,Zeping Li; Guancheng Wan; Keyang Chen; Yu Chen; Yiwen Zhao; Philip Torr; Guangnan Ye; Zhenfei Yin; Hongfeng Chai,10.48550/arXiv.2602.07023,2602.07023,https://www.semanticscholar.org/paper/7550169d076668ede36673525ad2b96baa54fe0a,"Recent works have increasingly applied Large Language Models (LLMs) as agents in financial stock market simulations to test if micro-level behaviors aggregate into macro-level phenomena. However, a crucial question arises: Do LLM agents'behaviors align with real market participants? This alignment is key to the validity of simulation results. To explore this, we select a financial stock market scenario to test behavioral consistency. Investors are typically classified as fundamental or technical traders, but most simulations fix strategies at initialization, failing to reflect real-world trading dynamics. In this work, we assess whether agents'strategy switching aligns with financial theory, providing a framework for this evaluation. We operationalize four behavioral-finance drivers-loss aversion, herding, wealth differentiation, and price misalignment-as personality traits set via prompting and stored long-term. In year-long simulations, agents process daily price-volume data, trade under a designated style, and reassess their strategy every 10 trading days. We introduce four alignment metrics and use Mann-Whitney U tests to compare agents'style-switching behavior with financial theory. Our results show that recent LLMs'switching behavior is only partially consistent with behavioral-finance theories, highlighting the need for further refinement in aligning agent behavior with financial theory.",,False,citation
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,9b8944c299cd7ce32db8bf187b96b508bede49d1,LiveTradeBench: Seeking Real-World Alpha with Large Language Models,2025,10,arXiv.org,Haofei Yu; Fenghai Li; Jiaxuan You,10.48550/arXiv.2511.03628,2511.03628,https://www.semanticscholar.org/paper/9b8944c299cd7ce32db8bf187b96b508bede49d1,"Large language models (LLMs) achieve strong performance across benchmarks--from knowledge quizzes and math reasoning to web-agent tasks--but these tests occur in static settings, lacking real dynamics and uncertainty. Consequently, they evaluate isolated reasoning or problem-solving rather than decision-making under uncertainty. To address this, we introduce LiveTradeBench, a live trading environment for evaluating LLM agents in realistic and evolving markets. LiveTradeBench follows three design principles: (i) Live data streaming of market prices and news, eliminating dependence on offline backtesting and preventing information leakage while capturing real-time uncertainty; (ii) a portfolio-management abstraction that extends control from single-asset actions to multi-asset allocation, integrating risk management and cross-asset reasoning; and (iii) multi-market evaluation across structurally distinct environments--U.S. stocks and Polymarket prediction markets--differing in volatility, liquidity, and information flow. At each step, an agent observes prices, news, and its portfolio, then outputs percentage allocations that balance risk and return. Using LiveTradeBench, we run 50-day live evaluations of 21 LLMs across families. Results show that (1) high LMArena scores do not imply superior trading outcomes; (2) models display distinct portfolio styles reflecting risk appetite and reasoning dynamics; and (3) some LLMs effectively leverage live signals to adapt decisions. These findings expose a gap between static evaluation and real-world competence, motivating benchmarks that test sequential decision making and consistency under live uncertainty.",,False,citation
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,5afed2970be135f7a3fae1d8864f53c39c32ee29,P1GPT: a multi-agent LLM workflow module for multi-modal financial information analysis,2025,0,arXiv.org,Cheng Lu; Yun-Cheng Chou; Teng-Ruei Chen,10.48550/arXiv.2510.23032,2510.23032,https://www.semanticscholar.org/paper/5afed2970be135f7a3fae1d8864f53c39c32ee29,"Recent advances in large language models (LLMs) have enabled multi-agent reasoning systems capable of collaborative decision-making. However, in financial analysis, most frameworks remain narrowly focused on either isolated single-agent predictors or loosely connected analyst ensembles, and they lack a coherent reasoning workflow that unifies diverse data modalities. We introduce P1GPT, a layered multi-agent LLM framework for multi-modal financial information analysis and interpretable trading decision support. Unlike prior systems that emulate trading teams through role simulation, P1GPT implements a structured reasoning pipeline that systematically fuses technical, fundamental, and news-based insights through coordinated agent communication and integration-time synthesis. Backtesting on multi-modal datasets across major U.S. equities demonstrates that P1GPT achieves superior cumulative and risk-adjusted returns, maintains low drawdowns, and provides transparent causal rationales. These findings suggest that structured reasoning workflows, rather than agent role imitation, offer a scalable path toward explainable and trustworthy financial AI systems.",,False,citation
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,15737902d9a9548fdb0a37a387e6486813aa69cc,CompressionAttack: Exploiting Prompt Compression as a New Attack Surface in LLM-Powered Agents,2025,1,arXiv.org,Zesen Liu; Zhixiang Zhang; Yuchong Xie; Dongdong She,10.48550/arXiv.2510.22963,2510.22963,https://www.semanticscholar.org/paper/15737902d9a9548fdb0a37a387e6486813aa69cc,"LLM-powered agents often use prompt compression to reduce inference costs, but this introduces a new security risk. Compression modules, which are optimized for efficiency rather than safety, can be manipulated by adversarial inputs, causing semantic drift and altering LLM behavior. This work identifies prompt compression as a novel attack surface and presents CompressionAttack, the first framework to exploit it. CompressionAttack includes two strategies: HardCom, which uses discrete adversarial edits for hard compression, and SoftCom, which performs latent-space perturbations for soft compression. Experiments on multiple LLMs show up to an average ASR of 83% and 87% in two tasks, while remaining highly stealthy and transferable. Case studies in three practical scenarios confirm real-world impact, and current defenses prove ineffective, highlighting the need for stronger protections.",,False,citation
trading_agent_focus,1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,2025,Financial agents,25.53,14,1,e97ab13fb2a142c61a2c1192d097e98e6662a7ac,facf262bb8f3add99f089c463617da45fddeacdc,A Simulation Characterizing Out-of-The-Box Stock Trading Behavior of Various LLMs,2025,0,2025 Artificial Intelligence for Business (AIxB),Salvador E. Barbosa,10.1109/AIxB65684.2025.00011,,https://www.semanticscholar.org/paper/facf262bb8f3add99f089c463617da45fddeacdc,"The intersection of artificial intelligence and finance has led to a surge of interest as Large Language Models (LLMs) have come on the scene and promise to automate decision-making in many tasks, including stock trading. However, each model, shaped by distinct training data, architectures, and design philosophies, exhibits specific strengths and weaknesses in its decision-making behavior, thereby influencing its performance on the trading task. Therefore, understanding the “personality” of individual LLMs is crucial to ensuring that the “right” model is chosen as the basis for stock trading agents and assistants. This research is a comparative analysis of the trading behavior and performance of five LLMs (llama3.2, mistral, gemma3, phi4, and qwen2.5), and sheds light on the unique characteristics and idiosyncrasies of each model. The experiments, in a custom simulation framework, analyze stock buy and sell trades/recommendations and measure the frequency of various errors, assessing their impact on performance. The experimental design employs these models as released for use in Ollama, via a common prompt and without fine-tuning or using retrievalaugmented generation (RAG), and assesses their performance through multiple trials, over trading periods in both rising and declining market conditions. The return on investment is compared across models and between market conditions, the “personality” of each model is characterized through a set of metrics, and the number and types of errors made by the LLMs are contrasted. The results of this investigation inform the choice of models as agents for automated stock trading/recommendation and create a path for future research in this rapidly-evolving area.",,False,citation
