source_round,source_rank,source_title,source_year,source_category,source_score,source_citationCount,source_seed_hit_count,source_paperId,status,citation_count,reference_count,related_count,error
institutional_trading_round2,1,StockSim: A Dual-Mode Order-Level Simulator for Evaluating Multi-Agent LLMs in Financial Markets,2025,Market microstructure and execution,32.56,5,2,336c89f0dadae33e79c1730e2f62f78ad4c3fffe,ok,5,17,22,
institutional_trading_round2,2,The Gaining Paths to Investment Success: Information-Driven LLM Graph Reasoning for Venture Capital Prediction,2025,Private markets and alternative assets,33.95,2,1,79da23d856daac76b4f051523b8f09abd903e31f,ok,2,38,40,
institutional_trading_round2,3,Application of Startup Success Prediction Models and Business Document Extraction Using Large Language Models to Enhance Due Diligence Efficiency,2024,Private markets and alternative assets,27.70,1,1,0e6bf5048fb7307a03ac3ceb4398be7c64ee09b6,ok,1,0,1,
institutional_trading_round2,4,PolyBench: Benchmarking LLM Forecasting and Trading Capabilities on Live Prediction Market Data,2026,Market microstructure and execution,39.10,1,3,eb4c32849244870d5ed63f8f76355860edcdb4c5,ok,1,26,27,
institutional_trading_round2,5,A Multi-Agent Orchestration Framework for Venture Capital Due Diligence,2026,Private markets and alternative assets,30.70,0,1,3e11f028e0cc4481d66006fd43d4252db5cc3ee9,ok,0,12,12,
institutional_trading_round2,6,AlphaForgeBench: Benchmarking End-to-End Trading Strategy Design with Large Language Models,2026,Market microstructure and execution,29.70,0,1,38c9044df9377ea3ba62e82b30f52c7c5b07587b,ok,0,0,0,
institutional_trading_round2,7,Can large language models effectively process and execute financial trading instructions?,2025,Market microstructure and execution,24.10,0,1,26fb85af13ddd480b009f5b4456a35a39a4e2982,ok,0,0,0,
institutional_trading_round2,8,Dynamic Hedging Strategies in Derivatives Markets with LLM-Driven Sentiment and News Analytics,2025,"Derivatives, options, and structured products",37.60,0,1,c0558de2b272a9597383da1c73df6b059c87b075,ok,0,25,25,
institutional_trading_round2,9,From Natural Language to Executable Option Strategies via Large Language Models,2026,"Derivatives, options, and structured products",29.20,0,1,dfdef151624d19f2bd6d8003f13dd5c9c2bc60ae,ok,0,44,44,
institutional_trading_round2,10,PolySwarm: A Multi-Agent Large Language Model Framework for Prediction Market Trading and Latency Arbitrage,2026,Market microstructure and execution,28.20,0,1,f0673b21eb152c62ba4c7afe881718bfb6e25789,ok,0,52,52,
institutional_trading_round2,11,QuantCode-Bench: A Benchmark for Evaluating the Ability of Large Language Models to Generate Executable Algorithmic Trading Strategies,2026,Market microstructure and execution,26.00,0,1,e27229889ba49ebfd44f4b914a2cc27768474900,ok,0,12,12,
