source_round,source_rank,source_title,source_year,source_category,source_score,source_citationCount,source_seed_hit_count,source_paperId,paperId,title,year,citationCount,venue,authors,doi,arxiv,url,abstract,intents,isInfluential,citation_or_reference
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,617b4a4a50bf170c88ba654c5eddf8211a95b19d,A Structural Knowledge Enhanced Re-ranking method with large language models for temporal knowledge graph prediction,2026,0,Pattern Recognition,Bo Li; Bin Song; Tiantian He; Y. Ong,10.1016/j.patcog.2026.113834,,https://www.semanticscholar.org/paper/617b4a4a50bf170c88ba654c5eddf8211a95b19d,,,False,citation
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,c4821441e8567e9726c8827ae2c1bddce9348648,TRACE: Temporal Rule-Anchored Chain-of-Evidence on Knowledge Graphs for Interpretable Stock Movement Prediction,2026,0,,Qianggang Ding; Haochen Shi; Luis Castej'on Lozano; M. Conner; J. Abia; Luis Gallego-Ledesma; Joshua Fellowes; G. Planes; Adam Elwood; Bang Liu,,2603.12500,https://www.semanticscholar.org/paper/c4821441e8567e9726c8827ae2c1bddce9348648,"We present a Temporal Rule-Anchored Chain-of-Evidence (TRACE) on knowledge graphs for interpretable stock movement prediction that unifies symbolic relational priors, dynamic graph exploration, and LLM-guided decision making in a single end-to-end pipeline. The approach performs rule-guided multi-hop exploration restricted to admissible relation sequences, grounds candidate reasoning chains in contemporaneous news, and aggregates fully grounded evidence into auditable \texttt{UP}/\texttt{DOWN} verdicts with human-readable paths connecting text and structure. On an S\&P~500 benchmark, the method achieves 55.1\% accuracy, 55.7\% precision, 71.5\% recall, and 60.8\% F1, surpassing strong baselines and improving recall and F1 over the best graph baseline under identical evaluation. The gains stem from (i) rule-guided exploration that focuses search on economically meaningful motifs rather than arbitrary walks, and (ii) text-grounded consolidation that selectively aggregates high-confidence, fully grounded hypotheses instead of uniformly pooling weak signals. Together, these choices yield higher sensitivity without sacrificing selectivity, delivering predictive lift with faithful, auditably interpretable explanations.",,False,citation
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,5c66f9942b135b46017a1671c52d91583563bdb9,Knowledge Graph Enhanced Transformer Framework for Semantic Product Search and Financial Document Analysis,2026,0,International Conferences on Computing Advancements,Krishna Chaitanya Yarlagadda,10.1109/ICCA69280.2026.11485785,,https://www.semanticscholar.org/paper/5c66f9942b135b46017a1671c52d91583563bdb9,"One of the most important challenges in modern data-driven applications is to understand the semantic content of financial documents and information about products. The accuracy and usefulness of traditional search systems and document analysis techniques are often hampered by the inability to cope with complex queries, ambiguous terminology, and complex inter-entity relationships. Businesses and researchers find it difficult to draw valuable conclusions from the vast amount of unstructured data because of these problems. This paper proposes a KGT Transformer (KGT-Transformer) framework to improve the analysis of financial documents and the semantic search of products. For capturing both text and relational data, the proposed framework uses a sophisticated transformation architecture enhanced by knowledge graph embedding. The model's understanding of complex semantic patterns is enhanced by its use of attentional mechanisms for focusing on important subjects and relationships. For the reference data sets for the analysis of financial documents and the search of products, the evaluation shall be based on accuracy, recall, F1 score, average precision (MAP), and average relative rank (MRR). Compared to traditional transform models that do not include knowledge graphs, the experimental results show a significant increase in retrieval accuracy and semantic understanding.",,False,citation
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,1bf7a0b9f9cb0b8496fcb1c4234b6eedea34ba91,Towards Better Evolution Modeling for Temporal Knowledge Graphs,2026,0,arXiv.org,Jiasheng Zhang; Zhang Li; Mingzheng Wang; Jie Shao; Jiangtao Cui; Hui Li,10.48550/arXiv.2602.08353,2602.08353,https://www.semanticscholar.org/paper/1bf7a0b9f9cb0b8496fcb1c4234b6eedea34ba91,"Temporal knowledge graphs (TKGs) structurally preserve evolving human knowledge. Recent research has focused on designing models to learn the evolutionary nature of TKGs to predict future facts, achieving impressive results. For instance, Hits@10 scores over 0.9 on YAGO dataset. However, we find that existing benchmarks inadvertently introduce a shortcut. Near state-of-the-art performance can be simply achieved by counting co-occurrences, without using any temporal information. In this work, we examine the root cause of this issue, identifying inherent biases in current datasets and over simplified form of evaluation task that can be exploited by these biases. Through this analysis, we further uncover additional limitations of existing benchmarks, including unreasonable formatting of time-interval knowledge, ignorance of learning knowledge obsolescence, and insufficient information for precise evolution understanding, all of which can amplify the shortcut and hinder a fair assessment. Therefore, we introduce the TKG evolution benchmark. It includes four bias-corrected datasets and two novel tasks closely aligned with the evolution process, promoting a more accurate understanding of the challenges in TKG evolution modeling. Benchmark is available at: https://github.com/zjs123/TKG-Benchmark.",,False,citation
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,eb200e8640abc7b75010349a45fad32aa67e191a,Graph Combinatorial Optimization Problems for Blockchain Transaction Network Analysis,2026,0,Mathematics,Michael Palk; Stefan Voss,10.3390/math14020345,,https://www.semanticscholar.org/paper/eb200e8640abc7b75010349a45fad32aa67e191a,"Open data makes it possible to gain insights into the transaction patterns of blockchain projects. These patterns can be modeled as transaction networks, which support a wide range of analytical techniques. Depending on the trade-off between information preservation and complexity reduction, various graph representations can be used to capture additional features, temporal changes, and interoperability between protocols. Different analytical approaches, including calculating graph metrics or applying graph neural networks, can reveal hidden structures, uncover unusual activities, detect anomalies, and provide a clearer picture of the dynamics of blockchain projects. While network science metrics and machine learning methods have been extensively applied to transaction networks, graph combinatorial optimization problems remain largely underexplored in this domain, despite their potential to identify critical nodes, hidden substructures, and flow patterns. The goal of this paper is to assess the applicability of graph combinatorial optimization problems to blockchain transaction networks, systematically review existing analytics approaches, discuss their respective strengths and limitations, and explore how combining different techniques can yield deeper insights into the structural and functional properties of blockchain ecosystems.",,False,citation
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,119b458ea984ab420c1978acce0d2f0c4c6c8f06,Causal-LLM: A Hybrid Framework for Automated Budgetary Variance Diagnosis and Reasoning,2026,2,"Proceedings of the 2026 5th International Conference on Big Data, Information and Computer Network",He Chen; Yixuan Lu; Yijing Wei; Jinyan Lyu; Ruibo Wu; Chen Chen,10.1145/3801228.3801315,,https://www.semanticscholar.org/paper/119b458ea984ab420c1978acce0d2f0c4c6c8f06,"Traditional Enterprise Resource Planning (ERP) systems excel at quantifying budgetary variances but fail to identify their root causes, leaving financial analysts with time-consuming manual investigation. We present Causal-LLM, a hybrid framework that integrates causal discovery algorithms with Large Language Models (LLMs) to automate root cause diagnosis in budgetary variance analysis. Our approach combines constraint-based causal inference to construct financial causal graphs with LLM-powered contextual reasoning to generate human-interpretable explanations. By leveraging a domain-specific Financial Causal Knowledge Graph, Causal-LLM bridges the gap between statistical correlation and genuine causation. Experimental evaluation on 240 labeled variance cases from a real-world enterprise (24 months of data) demonstrates that our framework achieves 0.87 top-1 accuracy in root cause identification (95% CI: [0.82, 0.91]), outperforming traditional statistical methods (0.68), pure LLM approaches (0.76), and standalone causal methods (0.72). The system generates actionable insights with 0.92 explainability scores (inter-rater agreement ICC=0.84), reducing investigation time from an estimated 2–4 hours (mean: 3.2 hours, based on internal workflow estimates from five senior analysts) to under 10 seconds per case. Results are demonstrated on one manufacturing enterprise; generalization to other industries requires domain-specific ontology adaptation.",,False,citation
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,95607c2801cf5b3bf47ac1d48eee088765eb1458,An Adversarial Knowledge-Enhanced Approach for Stock Prediction,2025,0,Proceedings of the 2025 6th International Conference on Big Data Economy and Information Management,Huiming Jiang,10.1145/3800000.3800147,,https://www.semanticscholar.org/paper/95607c2801cf5b3bf47ac1d48eee088765eb1458,,,False,citation
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,ccb9c36b4ae6a404b968c4c3cbd140967c4d61f4,FinCARE: Financial Causal Analysis with Reasoning and Evidence,2025,1,arXiv.org,Alejandro Michel; Abhinav Arun; Bhaskarjit Sarmah; Stefano Pasquali,10.48550/arXiv.2510.20221,2510.20221,https://www.semanticscholar.org/paper/ccb9c36b4ae6a404b968c4c3cbd140967c4d61f4,"Portfolio managers rely on correlation-based analysis and heuristic methods that fail to capture true causal relationships driving performance. We present a hybrid framework that integrates statistical causal discovery algorithms with domain knowledge from two complementary sources: a financial knowledge graph extracted from SEC 10-K filings and large language model reasoning. Our approach systematically enhances three representative causal discovery paradigms, constraint-based (PC), score-based (GES), and continuous optimization (NOTEARS), by encoding knowledge graph constraints algorithmically and leveraging LLM conceptual reasoning for hypothesis generation. Evaluated on a synthetic financial dataset of 500 firms across 18 variables, our KG+LLM-enhanced methods demonstrate consistent improvements across all three algorithms: PC (F1: 0.622 vs. 0.459 baseline, +36%), GES (F1: 0.735 vs. 0.367, +100%), and NOTEARS (F1: 0.759 vs. 0.163, +366%). The framework enables reliable scenario analysis with mean absolute error of 0.003610 for counterfactual predictions and perfect directional accuracy for intervention effects. It also addresses critical limitations of existing methods by grounding statistical discoveries in financial domain expertise while maintaining empirical validation, providing portfolio managers with the causal foundation necessary for proactive risk management and strategic decision-making in dynamic market environments.",,False,citation
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,9cc7dc336275b5d9c3344634d713fb34e5fb7c3e,Aligning Language Models with Investor and Market Behavior for Financial Recommendations,2025,2,International Conference on AI in Finance,Fernando Spadea; O. Seneviratne,10.1145/3768292.3770399,2510.15993,https://www.semanticscholar.org/paper/9cc7dc336275b5d9c3344634d713fb34e5fb7c3e,"Most financial recommendation systems often fail to account for key behavioral and regulatory factors, leading to advice that is misaligned with user preferences, difficult to interpret, or unlikely to be followed. We present FLARKO (Financial Language-model for Asset Recommendation with Knowledge-graph Optimization), a novel framework that integrates Large Language Models (LLMs), Knowledge Graphs (KGs), and Kahneman-Tversky Optimization (KTO) to generate asset recommendations that are both profitable and behaviorally aligned. FLARKO encodes users’ transaction histories and asset trends as structured KGs, providing interpretable and controllable context for the LLM. To demonstrate the adaptability of our approach, we develop and evaluate both a centralized architecture (CenFLARKO) and a federated variant (FedFLARKO). To our knowledge, this is the first demonstration of combining KTO for fine-tuning of LLMs for financial asset recommendation. We also present the first use of structured KGs to ground LLM reasoning over behavioral financial data in a federated learning (FL) setting. Evaluated on the FAR-Trans dataset, FLARKO consistently outperforms state-of-the-art recommendation baselines on behavioral alignment and joint profitability, while remaining interpretable and resource-efficient.",,False,citation
specific_domain_round3,1,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,2024,Trading and investment,15.26,26,1,330623f783928b9d552d3a29b263f002d30599c2,8d6552a105be40d7e33262b71ac7e67550f720c8,Parallel and Multi-Stage Knowledge Graph Retrieval for Behaviorally Aligned Financial Asset Recommendations,2025,1,arXiv.org,Fernando Spadea; O. Seneviratne,10.48550/arXiv.2511.11583,2511.11583,https://www.semanticscholar.org/paper/8d6552a105be40d7e33262b71ac7e67550f720c8,"Large language models (LLMs) show promise for personalized financial recommendations but are hampered by context limits, hallucinations, and a lack of behavioral grounding. Our prior work, FLARKO, embedded structured knowledge graphs (KGs) in LLM prompts to align advice with user behavior and market data. This paper introduces RAG-FLARKO, a retrieval-augmented extension to FLARKO, that overcomes scalability and relevance challenges using multi-stage and parallel KG retrieval processes. Our method first retrieves behaviorally relevant entities from a user's transaction KG and then uses this context to filter temporally consistent signals from a market KG, constructing a compact, grounded subgraph for the LLM. This pipeline reduces context overhead and sharpens the model's focus on relevant information. Empirical evaluation on a real-world financial transaction dataset demonstrates that RAG-FLARKO significantly enhances recommendation quality. Notably, our framework enables smaller, more efficient models to achieve high performance in both profitability and behavioral alignment, presenting a viable path for deploying grounded financial AI in resource-constrained environments.",,False,citation
