rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
1,DeltaHedge: A Multi-Agent Framework for Portfolio Options Optimization,2025,Financial agents,25.40,4,1,0,1,0,Pacific Asia Conference on Information Systems,Feliks Banka; Jarosław A. Chudziak,10.48550/arXiv.2509.12753,2509.12753,https://www.semanticscholar.org/paper/8d945047c842438ded67ed1e3e212271d40dcf0f,8d945047c842438ded67ed1e3e212271d40dcf0f,INSTITUTIONAL_TRADING_ROUND2-9,From Natural Language to Executable Option Strategies via Large Language Models,equity; finance; financial; hedging; market; options; portfolio; return; returns; risk; trading,agent,"In volatile financial markets, balancing risk and return remains a significant challenge. Traditional approaches often focus solely on equity allocation, overlooking the strategic advantages of options trading for dynamic risk hedging. This work presents DeltaHedge, a multi-agent framework that integrates options trading with AI-driven portfolio management. By combining advanced reinforcement learning techniques with an ensembled options-based hedging strategy, DeltaHedge enhances risk-adjusted returns and stabilizes portfolio performance across varying market conditions. Experimental results demonstrate that DeltaHedge outperforms traditional strategies and standalone models, underscoring its potential to transform practical portfolio management in complex financial environments. Building on these findings, this paper contributes to the fields of quantitative finance and AI-driven portfolio optimization by introducing a novel multi-agent system for integrating options trading strategies, addressing a gap in the existing literature."
2,The Pricing of Options and Corporate Liabilities,1973,Trading and investment,25.16,30326,2,0,2,0,Journal of Political Economy,F. Black; Myron S. Scholes,10.1086/260062,,https://www.semanticscholar.org/paper/7455f65a1a23cbcb83a527c41dfc030ddaf79e5c,7455f65a1a23cbcb83a527c41dfc030ddaf79e5c,INSTITUTIONAL_TRADING_ROUND2-9; INSTITUTIONAL_TRADING_ROUND2-10,From Natural Language to Executable Option Strategies via Large Language Models; PolySwarm: A Multi-Agent Large Language Model Framework for Prediction Market Trading and Latency Arbitrage,corporate; market; options; stock; valuation,,"If options are correctly priced in the market, it should not be possible to make sure profits by creating portfolios of long and short positions in options and their underlying stocks. Using this principle, a theoretical valuation formula for options is derived. Since almost all corporate liabilities can be viewed as combinations of options, the formula and the analysis that led to it are also applicable to corporate liabilities such as common stock, corporate bonds, and warrants. In particular, the formula can be used to derive the discount that should be applied to a corporate bond because of the possibility of default."
3,QuantAgents: Towards Multi-agent Financial System via Simulated Trading,2025,Financial agents,22.61,7,1,0,1,0,Conference on Empirical Methods in Natural Language Processing,Xiangyu Li; Yawen Zeng; Xiaofen Xing; Jin Xu; Xiangmin Xu,10.48550/arXiv.2510.04643,2510.04643,https://www.semanticscholar.org/paper/66e62606774530c27af3e90a6e398ea2f41242de,66e62606774530c27af3e90a6e398ea2f41242de,INSTITUTIONAL_TRADING_ROUND2-5,A Multi-Agent Orchestration Framework for Venture Capital Due Diligence,analyst; financial; fund; investment; market; return; risk; trading,agent; llm,"In this paper, our objective is to develop a multi-agent financial system that incorporates simulated trading, a technique extensively utilized by financial professionals. While current LLM-based agent models demonstrate competitive performance, they still exhibit significant deviations from real-world fund companies. A critical distinction lies in the agents'reliance on ``post-reflection'', particularly in response to adverse outcomes, but lack a distinctly human capability: long-term prediction of future trends. Therefore, we introduce QuantAgents, a multi-agent system integrating simulated trading, to comprehensively evaluate various investment strategies and market scenarios without assuming actual risks. Specifically, QuantAgents comprises four agents: a simulated trading analyst, a risk control analyst, a market news analyst, and a manager, who collaborate through several meetings. Moreover, our system incentivizes agents to receive feedback on two fronts: performance in real-world markets and predictive accuracy in simulated trading. Extensive experiments demonstrate that our framework excels across all metrics, yielding an overall return of nearly 300% over the three years (https://quantagents.github.io/)."
4,FinRL: A Deep Reinforcement Learning Library for Automated Stock Trading in Quantitative Finance,2020,Financial agents,20.91,178,1,0,1,0,Social Science Research Network,Xiao-Yang Liu; Hongyang Yang; Qian Chen; Runjia Zhang; Liuqing Yang; Bowen Xiao; Chris Wang,10.2139/SSRN.3737859,2011.09607,https://www.semanticscholar.org/paper/1fc643611860d9cb46df0251c35c2c55a941f3f2,1fc643611860d9cb46df0251c35c2c55a941f3f2,INSTITUTIONAL_TRADING_ROUND2-1,StockSim: A Dual-Mode Order-Level Simulator for Evaluating Multi-Agent LLMs in Financial Markets,finance; market; portfolio; risk; stock; trading; transaction cost,agent,"As deep reinforcement learning (DRL) has been recognized as an effective approach in quantitative finance, getting hands-on experiences is attractive to beginners. However, to train a practical DRL trading agent that decides where to trade, at what price, and what quantity involves error-prone and arduous development and debugging. In this paper, we introduce a DRL library FinRL that facilitates beginners to expose themselves to quantitative finance and to develop their own stock trading strategies. Along with easily-reproducible tutorials, FinRL library allows users to streamline their own developments and to compare with existing schemes easily. Within FinRL, virtual environments are configured with stock market datasets, trading agents are trained with neural networks, and extensive backtesting is analyzed via trading performance. Moreover, it incorporates important trading constraints such as transaction cost, market liquidity and the investor's degree of risk-aversion. FinRL is featured with completeness, hands-on tutorial and reproducibility that favors beginners: (i) at multiple levels of time granularity, FinRL simulates trading environments across various stock markets, including NASDAQ-100, DJIA, SP (ii) organized in a layered architecture with modular structure, FinRL provides fine-tuned state-of-the-art DRL algorithms (DQN, DDPG, PPO, SAC, A2C, TD3, etc.), commonly-used reward functions and standard evaluation baselines to alleviate the debugging workloads and promote the reproducibility, and (iii) being highly extendable, FinRL reserves a complete set of user-import interfaces. Furthermore, we incorporated three application demonstrations, namely single stock trading, multiple stock trading, and portfolio allocation. The FinRL library will be available on Github at link this https URL."
5,Stock Price Prediction Using LLM-Based Sentiment Analysis,2024,Financial language models,20.66,26,1,0,1,0,BigData Congress [Services Society],Qizhao Chen; Hiroaki Kawashima,10.1109/BigData62323.2024.10825946,,https://www.semanticscholar.org/paper/9097fb0331654a5a4095ef37cbcaf6da9754a373,9097fb0331654a5a4095ef37cbcaf6da9754a373,INSTITUTIONAL_TRADING_ROUND2-9,From Natural Language to Executable Option Strategies via Large Language Models,financial; sentiment; stock,finbert; gpt; language model; large language model; llm; transformer,"This paper examines the effectiveness of recent large language model-based news sentiment estimation for stock price forecasting with the combination of latest transformer-based prediction models. To achieve a better accuracy in sentiment classification, experiments are designed to compare six different models (GPT 4, Llama 3, Gemma 2, Mistral 7b, FinBERT, VADER) in financial news sentiment classification, and it was found that recent large language models can outperform FinBERT and VADER, which are the most commonly used models in financial sentiment analysis. Based on the experiment results, Llama 3, with relatively stable performance, is chosen to classify the news sentiments of the selected companies. Informer, Transformer, TCN, LSTM, SVR, Random Forest and Naive Forecast are used to predict the stock prices with different sliding window sizes. Experiments with different scenarios are designed to evaluate the prediction ability of news sentiment. Results show that adding news sentiment data can indeed improve the stock price prediction. Informer, one of the state-of-the-art transformer models for long-term prediction tasks, yields the best performances in most cases. Ablation study of Informer suggests that the generative style decoder plays an important role in performance improvement."
6,AlphaAgent: LLM-Driven Alpha Mining with Regularized Exploration to Counteract Alpha Decay,2025,Financial agents,19.86,26,1,0,1,0,Knowledge Discovery and Data Mining,Ziyi Tang; Zechuan Chen; Jiarui Yang; Jiayao Mai; Yongsen Zheng; Keze Wang; Jinrui Chen; Liang Lin,10.1145/3711896.3736838,2502.16789,https://www.semanticscholar.org/paper/aa7d10e820e607f7af146d2ee7a03d41841ff2cb,aa7d10e820e607f7af146d2ee7a03d41841ff2cb,INSTITUTIONAL_TRADING_ROUND2-9,From Natural Language to Executable Option Strategies via Large Language Models,asset; financial; investment; market; returns; risk,llm,"Alpha mining, a critical component in quantitative investment, focuses on discovering predictive signals for future asset returns in increasingly complex financial markets. However, the pervasive issue of alpha decay-where factors lose their predictive power over time-poses a significant challenge for alpha mining. Traditional methods such as genetic programming are prone to rapid alpha decay, primarily due to their susceptibility to overfitting. At the same time, approaches driven by Large Language Models (LLMs), despite their promise, often fail to impose regularization against factor homogenization-resulting in crowded signals and accelerated decay. To address this challenge, we propose AlphaAgent, an autonomous framework that effectively integrates LLM-driven agents with ad hoc regularization for mining decay-resistant alpha factors. AlphaAgent employs three key mechanisms: (i) originality enforcement through a similarity measure based on abstract syntax trees (ASTs) against existing alphas(ii) hypothesis-factor alignment via LLM-evaluated semantic consistency between market hypotheses and generated factors, and (iii) complexity control via AST-based structural constraints, preventing over-engineered constructions that are prone to overfitting. These mechanisms collectively guide the alpha generation process to balance originality, financial rationale, and adaptability to evolving market conditions, mitigating the risk of alpha decay. Extensive evaluations show that AlphaAgent outperforms traditional and LLM-based methods in mitigating alpha decay across bull and bear markets, consistently delivering significant alpha in Chinese CSI 500 and U.S. S&P 500 markets over the past four years. Notably, AlphaAgent showcases remarkable resistance to alpha decay, elevating the potential for yielding powerful factors."
7,Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Factor Mining,2025,Trading and investment,19.76,11,1,0,1,0,Proceedings of the AAAI Conference on Artificial Intelligence,Yu Shi; Yitong Duan; Jian Li,10.48550/arXiv.2505.11122,2505.11122,https://www.semanticscholar.org/paper/5a0c9fe6746ac535917fe17797f3d2d689f3f35f,5a0c9fe6746ac535917fe17797f3d2d689f3f35f,INSTITUTIONAL_TRADING_ROUND2-9,From Natural Language to Executable Option Strategies via Large Language Models,financial; investment; market; stock; trading,instruction; llm; reasoning,"Alpha factor mining is pivotal in quantitative investment for identifying predictive signals from complex financial data. While traditional formulaic alpha mining relies on human expertise, contemporary automated methods, such as those based on genetic programming or reinforcement learning, often struggle with search inefficiency or yield alpha factors that are difficult to interpret. This paper introduces a novel framework that integrates Large Language Models (LLMs) with Monte Carlo Tree Search (MCTS) to overcome these limitations. Our framework leverages the LLM's instruction-following and reasoning capability to iteratively generate and refine symbolic alpha formulas within an MCTS-driven exploration. A key innovation is the guidance of MCTS exploration by rich, quantitative feedback from financial backtesting of each candidate factor, enabling efficient navigation of the vast search space. Furthermore, a frequent subtree avoidance mechanism is introduced to enhance search diversity and prevent formulaic homogenization, further improving performance. Experimental results on real-world stock market data demonstrate that our LLM-based framework outperforms existing methods by mining alphas with superior predictive accuracy and trading performance. The resulting formulas are also more amenable to human interpretation, establishing a more effective and efficient paradigm for formulaic alpha mining."
8,Assessment of Machine Learning Performance for Decision Support in Venture Capital Investments,2019,Trading and investment,19.14,73,1,0,1,0,IEEE Access,J. Arroyo; F. Corea; Guillermo Jiménez-Díaz; Juan A. Recio-García,10.1109/ACCESS.2019.2938659,,https://www.semanticscholar.org/paper/a076d1e0f713a14fed555ee4493c2196227b9a0f,a076d1e0f713a14fed555ee4493c2196227b9a0f,INSTITUTIONAL_TRADING_ROUND2-2,The Gaining Paths to Investment Success: Information-Driven LLM Graph Reasoning for Venture Capital Prediction,fund; investment; portfolio; returns; risk; valuation; venture capital,dataset,"The venture capital (VC) industry offers opportunities for investment in early-stage companies where uncertainty is very high. Unfortunately, the tools investors currently have available are not robust enough to reduce risk and help them managing uncertainty better. Machine learning data-driven approaches can bridge this gap, as they already do in the hedge fund industry. These approaches are now possible because data from thousands of companies over the world is available through platforms such as Crunchbase. Previous academic efforts have focused only on predicting two classes of exits, i.e., being acquired by other company or offering shares to the public, using only one or a few subsets of explanatory variables. These events are typically related to high returns, but also higher risk, making hard for a venture fund to get repeatable and sustainable returns. On the contrary, we will try to predict more possible outcomes including a subsequent funding round or the closure of the company using a large set of signals. In this way, our approach would provide VC investors with more information to set up a portfolio with lower risk that may eventually achieve higher returns than those based on finding unicorns (i.e., companies with a valuation higher than one billion dollars). We will analyze the performance of several machine learning methods in a dataset of over 120,000 early-stage companies in a realistic setting that tries to predict their progress in a 3-year time window. Results show that machine learning can support venture investors in their decision-making processes to find opportunities and better assessing the risk of potential investments."
9,TwinMarket: A Scalable Behavioral and Social Simulation for Financial Markets,2025,Financial agents,18.89,34,1,0,1,0,arXiv.org,Yuzhe Yang; Yifei Zhang; Minghao Wu; Kaidi Zhang; Yunmiao Zhang; Honghai Yu; Yan Hu; Benyou Wang,10.48550/arXiv.2502.01506,2502.01506,https://www.semanticscholar.org/paper/e21626e7d2ccf270e0d26f360082791f7d88a045,e21626e7d2ccf270e0d26f360082791f7d88a045,INSTITUTIONAL_TRADING_ROUND2-9,From Natural Language to Executable Option Strategies via Large Language Models,financial; market; stock,agent; language model; large language model; llm,"The study of social emergence has long been a central focus in social science. Traditional modeling approaches, such as rule-based Agent-Based Models (ABMs), struggle to capture the diversity and complexity of human behavior, particularly the irrational factors emphasized in behavioral economics. Recently, large language model (LLM) agents have gained traction as simulation tools for modeling human behavior in social science and role-playing applications. Studies suggest that LLMs can account for cognitive biases, emotional fluctuations, and other non-rational influences, enabling more realistic simulations of socio-economic dynamics. In this work, we introduce TwinMarket, a novel multi-agent framework that leverages LLMs to simulate socio-economic systems. Specifically, we examine how individual behaviors, through interactions and feedback mechanisms, give rise to collective dynamics and emergent phenomena. Through experiments in a simulated stock market environment, we demonstrate how individual actions can trigger group behaviors, leading to emergent outcomes such as financial bubbles and recessions. Our approach provides valuable insights into the complex interplay between individual decision-making and collective socio-economic patterns."
10,FinAgentBench: A Benchmark Dataset for Agentic Retrieval in Financial Question Answering,2025,Financial agents,18.69,13,1,0,1,0,International Conference on AI in Finance,Chanyeol Choi; Jihoon Kwon; Alejandro Lopez-Lira; Chaewoon Kim; Minjae Kim; Juneha Hwang; Jaeseon Ha; Hojun Choi; Suyeol Yun; Yongjin Kim; Yongjae Lee,10.1145/3768292.3770362,2508.14052,https://www.semanticscholar.org/paper/5a37cdf1e32bd8553a835c6ab42fd1d149e41e9c,5a37cdf1e32bd8553a835c6ab42fd1d149e41e9c,INSTITUTIONAL_TRADING_ROUND2-11,QuantCode-Bench: A Benchmark for Evaluating the Ability of Large Language Models to Generate Executable Algorithmic Trading Strategies,finance; financial,benchmark; dataset; llm; question answering; reasoning; retrieval,"Accurate information retrieval (IR) is critical in the financial domain, where investors must identify relevant information from large collections of documents. Traditional IR methods—whether sparse or dense—often fall short in retrieval accuracy, as it requires not only capturing semantic similarity but also performing fine-grained reasoning over document structure and domain-specific knowledge. Recent advances in large language models (LLMs) have opened up new opportunities for retrieval with multi-step reasoning, where the model ranks passages through iterative reasoning about which information is most relevant to a given query. However, there exists no benchmark to evaluate such capabilities in the financial domain. To address this gap, we introduce FinAgentBench, the first large-scale benchmark for evaluating retrieval with multi-step reasoning in finance – a setting we term agentic retrieval. The benchmark consists of 26K expert-annotated examples on S&P-500 listed firms and assesses whether LLM agents can (1) identify the most relevant document type among candidates, and (2) pinpoint the key passage within the selected document. Our evaluation framework explicitly separates these two reasoning steps to address context limitations. This design enables to provide a quantitative basis for understanding retrieval-centric LLM behavior in finance. We evaluate a suite of state-of-the-art models and further demonstrated how targeted fine-tuning can significantly improve agentic retrieval performance. Our benchmark provides a foundation for studying retrieval-centric LLM behavior in complex, domain-specific tasks for finance."
