rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
1,FinKG: A Core Financial Knowledge Graph for Financial Analysis,2023,Trading and investment,22.21,15,2,0,2,0,International Computer Science Conference,Natthawut Kertkeidkachorn; Rungsiman Nararatwong; Ziwei Xu; R. Ichise,10.1109/ICSC56153.2023.00020,,https://www.semanticscholar.org/paper/9eb95d26abac2f94ce353de53f33ad29d2973996,9eb95d26abac2f94ce353de53f33ad29d2973996,SPECIFIC_DOMAIN_ROUND2-7; SPECIFIC_DOMAIN_ROUND2-9,Enhancing supply chain visibility with knowledge graphs and large language models; FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,financial; market; sec; stock,reasoning; retrieval,"Financial Knowledge Graphs are usually automatically constructed by using a large amount of data without a well-defined ontology. Lacking ontology results in degrading reasoning ability. Moreover, automatically constructed knowledge graphs suffer from the quality issues. In this paper, we therefore introduce a core financial knowledge graph, namely FinKG. Our goal is to construct a high-quality financial knowledge graph with a well-defined ontology. Ontology is manually crafted based on public data provided by U.S. Securities and Exchange Commission (SEC) together with open exchange market data and is verified by the financial expert. Furthermore, we demonstrate the usefulness of FinKG with two applications: knowledge retrieval and stock price prediction. Knowledge retrieval reveals the complex connection among entities, while aggregated features from FinKG help neural models to better forecast stock prices."
2,Fine-tuning and Utilization Methods of Domain-specific LLMs,2024,Trading and investment,21.70,111,1,0,1,0,Journal of Intelligence and Information Systems,Cheonsu Jeong,10.13088/jiis.2024.30.1.093,2401.02981,https://www.semanticscholar.org/paper/987b4bb80c09b6d239bb29e449dc361b3b5d4a94,987b4bb80c09b6d239bb29e449dc361b3b5d4a94,SPECIFIC_DOMAIN_ROUND2-9,Enhancing supply chain visibility with knowledge graphs and large language models,finance; financial; regulatory; sentiment; stock,dataset; llm; natural language processing,"Recent releases of pre-trained Large Language Models (LLMs) have gained considerable traction, yet research on fine-tuning and employing domain-specific LLMs remains scarce. This study investigates approaches for fine-tuning and leveraging domain-specific LLMs, highlighting trends in LLMs, foundational models, and methods for domain-specific pre-training. Focusing on the financial sector, it details dataset selection, preprocessing, model choice, and considerations crucial for LLM fine-tuning in finance. Addressing the unique characteristics of financial data, the study explores the construction of domain-specific vocabularies and considerations for security and regulatory compliance. In the practical application of LLM fine-tuning, the study outlines the procedure and implementation for generating domain-specific LLMs in finance. Various financial cases, including stock price prediction, sentiment analysis of financial news, automated document processing, research, information extraction, and customer service enhancement, are exemplified. The study explores the potential of LLMs in the financial domain, identifies limitations, and proposes directions for improvement, contributing valuable insights for future research. Ultimately, it advances natural language processing technology in business, suggesting proactive LLM utilization in financial services across industries."
3,Chinese Financial News Analysis for Sentiment and Stock Prediction: A Comparative Framework with Language Models,2025,Trading and investment,21.60,3,1,1,0,0,Big Data and Cognitive Computing,Hsiu-Min Chuang; Hsiang-Chih He; Minghui Hu,10.3390/bdcc9100263,,https://www.semanticscholar.org/paper/1e7d961b49f52a65bcc4d903d847e190c8de5de7,1e7d961b49f52a65bcc4d903d847e190c8de5de7,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,finance; financial; investment; sentiment; stock; volatility,bert; language model; large language model; natural language processing; transformer,"Financial news has a significant impact on investor sentiment and short-term stock price trends. While many studies have applied natural language processing (NLP) techniques to financial forecasting, most have focused on single tasks or English corpora, with limited research in non-English language contexts such as Taiwan. This study develops a joint framework to perform sentiment classification and short-term stock price prediction using Chinese financial news from Taiwan’s top 50 listed companies. Five types of word embeddings—one-hot, TF-IDF, CBOW, skip-gram, and BERT—are systematically compared across 17 traditional, deep, and Transformer models, as well as a large language model (LLaMA3) fully fine-tuned on the Chinese financial texts. To ensure annotation quality, sentiment labels were manually assigned by annotators with finance backgrounds and validated through a double-checking process. Experimental results show that a CNN using skip-gram embeddings achieves the strongest performance among deep learning models, while LLaMA3 yields the highest overall F1-score for sentiment classification. For regression, LSTM consistently provides the most reliable predictive power across different volatility groups, with Bayesian Linear Regression remaining competitive for low-volatility firms. LLaMA3 is the only Transformer-based model to achieve a positive R2 under high-volatility conditions. Furthermore, forecasting accuracy is higher for the five-day horizon than for the fifteen-day horizon, underscoring the increasing difficulty of medium-term forecasting. These findings confirm that financial news provides valuable predictive signals for emerging markets and that short-term sentiment-informed forecasts enhance real-time investment decisions."
4,FinCARE: Financial Causal Analysis with Reasoning and Evidence,2025,Trading and investment,21.00,1,1,1,0,0,arXiv.org,Alejandro Michel; Abhinav Arun; Bhaskarjit Sarmah; Stefano Pasquali,10.48550/arXiv.2510.20221,2510.20221,https://www.semanticscholar.org/paper/ccb9c36b4ae6a404b968c4c3cbd140967c4d61f4,ccb9c36b4ae6a404b968c4c3cbd140967c4d61f4,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,10-k; financial; market; portfolio; risk; sec,dataset; language model; large language model; llm; reasoning,"Portfolio managers rely on correlation-based analysis and heuristic methods that fail to capture true causal relationships driving performance. We present a hybrid framework that integrates statistical causal discovery algorithms with domain knowledge from two complementary sources: a financial knowledge graph extracted from SEC 10-K filings and large language model reasoning. Our approach systematically enhances three representative causal discovery paradigms, constraint-based (PC), score-based (GES), and continuous optimization (NOTEARS), by encoding knowledge graph constraints algorithmically and leveraging LLM conceptual reasoning for hypothesis generation. Evaluated on a synthetic financial dataset of 500 firms across 18 variables, our KG+LLM-enhanced methods demonstrate consistent improvements across all three algorithms: PC (F1: 0.622 vs. 0.459 baseline, +36%), GES (F1: 0.735 vs. 0.367, +100%), and NOTEARS (F1: 0.759 vs. 0.163, +366%). The framework enables reliable scenario analysis with mean absolute error of 0.003610 for counterfactual predictions and perfect directional accuracy for intervention effects. It also addresses critical limitations of existing methods by grounding statistical discoveries in financial domain expertise while maintaining empirical validation, providing portfolio managers with the causal foundation necessary for proactive risk management and strategic decision-making in dynamic market environments."
5,Stock Index Forecasting Using an Explainable TAFT Model with Online Data-Driven Social Sentiment Index,2024,Financial language models,19.29,6,1,0,1,0,International Conference on AI in Finance,Junkyu Jang; Taehwan Kim; Sung-Hyuk Park,10.1145/3677052.3698618,,https://www.semanticscholar.org/paper/153c34c0a8d2f0f53b9ccf26238e7732409bb410,153c34c0a8d2f0f53b9ccf26238e7732409bb410,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,financial; investing; portfolio; sentiment; stock,benchmark; finbert; transformer,"Forecasting financial indices presents significant challenges owing to the inherent nonlinearity, noise, and disorder in financial time series data. To address these challenges, this study introduces a novel approach that integrates social sentiment analysis with advanced deep learning models. Specifically, a social sentiment index (SSI) is developed using FinBERT to analyze the sentiment scores of online article data from Investing.com. Additionally, a target-auxiliary fusion transformer (TAFT) is designed to effectively integrate SSI as an auxiliary feature with other indicators. This integration captures long-term dependencies and complex patterns in financial data more effectively than traditional time -series models. By incorporating the SSI, the model can capture the influence of social sentiment on financial markets, thus providing a more comprehensive and accurate prediction framework. Furthermore, TAFT incorporates a dynamic attention mechanism during both training and testing, thereby enhancing the explainability of the relative importance across auxiliary input features. The empirical results indicate that incorporating SSI significantly enhances the predictive accuracy of the financial forecasting model. TAFT achieved a 33.3% improvement in a mean absolute error (MAE) over the best-performing benchmark model for the S&P 500. Additionally, in a classification task, the model outperformed benchmark models with an accuracy of 0.71, a precision of 0.74, a recall of 0.64, and an F1 score of 0.63. This approach provides valuable insights for investors, analysts, and portfolio managers, demonstrating the efficacy of combining sentiment analysis with advanced time series models to improve financial decision-making."
6,Pre-training Time Series Models with Stock Data Customization,2025,Trading and investment,18.81,7,1,0,1,0,Knowledge Discovery and Data Mining,Mengyu Wang; Tiejun Ma; Shay B. Cohen,10.1145/3711896.3737005,2506.16746,https://www.semanticscholar.org/paper/6e2e576c40319571eb1d7cc2c6428129ce6dfa9a,6e2e576c40319571eb1d7cc2c6428129ce6dfa9a,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,finance; financial; investment; market; return; stock,transformer,"Stock selection, which aims to predict stock prices and identify the most profitable ones, is a crucial task in finance. While existing methods primarily focus on developing model structures and building graphs for improved selection, pre-training strategies remain underexplored in this domain. Current stock series pre-training follows methods from other areas without adapting to the unique characteristics of financial data, particularly overlooking stock-specific contextual information and the non-stationary nature of stock prices. Consequently, the latent statistical features inherent in stock data are underutilized. In this paper, we propose three novel pre-training tasks tailored to stock data characteristics: stock code classification, stock sector classification, and moving average prediction. We develop the Stock Specialized Pre-trained Transformer (SSPT) based on a two-layer transformer architecture. Extensive experimental results validate the effectiveness of our pre-training methods and provide detailed guidance on their application. Evaluations on five stock datasets, including four markets and two time periods, demonstrate that SSPT consistently outperforms the market and existing methods in terms of both cumulative investment return ratio and Sharpe ratio. Additionally, our experiments on simulated data investigate the underlying mechanisms of our methods, providing insights into understanding price series. Our code is publicly available at: https://github.com/astudentuser/Pre-training-Time-Series-Models-with-Stock-Data-Customization."
7,Janus-Q: End-to-End Event-Driven Trading via Hierarchical-Gated Reward Modeling,2026,Trading and investment,18.00,0,1,1,0,0,arXiv.org,Xiang Li; Zikai Wei; Yiyan Qi; Wanyun Zhou; Xiang Liu; Penglei Sun; Yongqi Zhang; Xiaowen Chu,10.48550/arXiv.2602.19919,2602.19919,https://www.semanticscholar.org/paper/c9929adeb75495670b68a57033fddb243218e3de,c9929adeb75495670b68a57033fddb243218e3de,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,financial; market; return; sentiment; trading,dataset; language model; llm; reasoning,"Financial market movements are often driven by discrete financial events conveyed through news, whose impacts are heterogeneous, abrupt, and difficult to capture under purely numerical prediction objectives. These limitations have motivated growing interest in using textual information as the primary source of trading signals in learning-based systems. Two key challenges hinder existing approaches: (1) the absence of large-scale, event-centric datasets that jointly model news semantics and statistically grounded market reactions, and (2) the misalignment between language model reasoning and financially valid trading behavior under dynamic market conditions. To address these challenges, we propose Janus-Q, an end-to-end event-driven trading framework that elevates financial news events from auxiliary signals to primary decision units. Janus-Q unifies event-centric data construction and model optimization under a two-stage paradigm. Stage I focuses on event-centric data construction, building a large-scale financial news event dataset comprising 62,400 articles annotated with 10 fine-grained event types, associated stocks, sentiment labels, and event-driven cumulative abnormal return (CAR). Stage II performs decision-oriented fine-tuning, combining supervised learning with reinforcement learning guided by a Hierarchical Gated Reward Model (HGRM), which explicitly captures trade-offs among multiple trading objectives. Extensive experiments demonstrate that Janus-Q achieves more consistent, interpretable, and profitable trading decisions than market indices and LLM baselines, improving the Sharpe Ratio by up to 102.0% while increasing direction accuracy by over 17.5% compared to the strongest competing strategies."
8,Risk Factor Extraction in Financial Disclosures via a Knowledge Graph-Enhanced Language Model,2026,Trading and investment,18.00,0,1,1,0,0,International Journal of Intelligent Systems,Yangchen Liu; Dong Liu; Dapeng Zhang; Gang Kou,10.1155/int/9295056,,https://www.semanticscholar.org/paper/ce7b615098491b4686d7f34df8a80e0fe3aa186c,ce7b615098491b4686d7f34df8a80e0fe3aa186c,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,accounting; finance; financial; investment; risk,dataset; language model; large language model; llm,"Risk disclosures play a crucial role in the investment decision‐making processes for investors. However, extracting relevant variables from unstructured financial text poses a nontrivial challenge. In this paper, we propose RiskBERT, a large language model (LLM) trained on financial texts and risk knowledge graphs, specifically designed for risk factors extraction. By incorporating both finance and risk knowledge, RiskBERT significantly improves the extraction of risk factors in financial texts. We evaluate RiskBERT’s performance on a labeled risk factors dataset comprising 119,153 sentences from 2400 Chinese A‐listed companies and compare it against other LLMs and automated text analysis algorithms for risk types’ classification. Our findings demonstrate that RiskBERT outperforms alternative models, particularly when the training sample size is limited. Moreover, we uncover that RiskBERT provides risk informativeness estimates in annual reports that are at least 4.5% higher than those derived from other models. These results highlight the value of RiskBERT as a powerful tool for extracting risk factors and enhancing risk analysis in finance and accounting domains."
9,Democratizing Alpha: LLM-Driven Portfolio Construction for Retail Investors Using Public Financial Media,2025,Trading and investment,17.60,1,1,1,0,0,International Conference on AI in Finance,Daesan Oh; Taehwan Kim; Junkyu Jang; Sung-Hyuk Park,10.1145/3768292.3770376,,https://www.semanticscholar.org/paper/ca56c63a05315604f1f09c3d3fad6bdf61ea18f0,ca56c63a05315604f1f09c3d3fad6bdf61ea18f0,SPECIFIC_DOMAIN_ROUND2-3,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,finance; financial; investment; market; portfolio,gpt; llm; prompt,"Recent technological advancements and macroeconomic changes have led to a surge in individual investors’ participation in capital markets. However, these investors face challenges in making investment decisions due to bounded rationality, characterized by constraints on their time, cognitive capacity, and ability to process vast information. This study empirically examine whether publicly accessible large language models (LLMs) and financial media information to enhance the investment performance of retail investors. We employ daily market commentary video transcripts from publicly available YouTube channels, including Bloomberg Television and Yahoo Finance, to prompt four LLMs (LLaMA 3, Qwen2, Gemma, GPT 4o-mini) to construct investment portfolios. These portfolios are then backtested against the S&P 500 and NASDAQ from June 2024 to July 2025. The analysis demonstrates that LLM-based portfolios exhibited consistently outperform market benchmarks across critical performance metrics, including CAGR, Sharpe ratio, and Calmar ratio. Qualitative analysis further confirms that LLMs successfully extract coherent and economically meaningful investment rationales from unstructured video content. Our findings provide a practical methodology for retail investors to leverage accessible AI, democratizing advanced analytical techniques once exclusive to institutional investors and demonstrating that AI-based tools can effectively support rational decision-making."
10,Knowledge Graph-based Event Embedding Framework for Financial Quantitative Investments,2020,Trading and investment,17.51,89,1,0,1,0,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,Dawei Cheng; Fangzhou Yang; Xiaoyang Wang; Ying Zhang; Liqing Zhang,10.1145/3397271.3401427,,https://www.semanticscholar.org/paper/a6d34b20d5e7f672cf180c0d044ff25cd252abbf,a6d34b20d5e7f672cf180c0d044ff25cd252abbf,SPECIFIC_DOMAIN_ROUND2-7,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,financial; market; portfolio; return; trading,dataset,"Event representative learning aims to embed news events into continuous space vectors for capturing syntactic and semantic information from text corpus, which is benefit to event-driven quantitative investments. However, the financial market reaction of events is also influenced by the lead-lag effect, which is driven by internal relationships. Therefore, in this paper, we present a knowledge graph-based event embedding framework for quantitative investments. In particular, we first extract structured events from raw texts, and construct the knowledge graph with the mentioned entities and relations simultaneously. Then, we leverage a joint model to merge the knowledge graph information into the objective function of an event embedding learning model. The learned representations are fed as inputs of downstream quantitative trading methods. Extensive experiments on real-world dataset demonstrate the effectiveness of the event embeddings learned from financial news and knowledge graphs. We also deploy the framework for quantitative algorithm trading. The accumulated portfolio return contributed by our method significantly outperforms other baselines."
